user_id,ratio,numberRecommendationUserHas,numberGamesUserHasInTest
109669093,0,0,4
295021107,0,0,1
115784259,0,1,3
94521606,0,0,5
136397050,0,0,1
127325079,0,1,2
102295765,0,4,11
71082079,0,0,4
97686700,0,0,1
243664576,0,0,22
272981192,0,0,1
177625788,0,1,5
270787620,0,0,1
66464409,0,0,2
237852834,0,0,1
180236782,0,0,3
172111265,0,1,2
248254297,0,2,3
30402259,1,1,1
103638409,0,3,15
83975567,0,2,6
87947085,0,0,1
232593507,0,0,3
189304702,0,0,4
94865453,0,0,1
13227098,0,1,2
186207856,0,0,1
156426681,0,1,4
250562791,0,0,1
85935348,0,0,1
84925352,0,2,9
215879414,0,0,1
249858021,0,0,2
37179655,0,0,2
68316900,0,2,19
207621814,0,0,1
31187179,0,3,24
83671083,0,0,4
195780309,0,2,8
219551734,0,1,4
281857216,0,0,5
10144413,0,0,2
183574382,0,0,9
268585240,0,0,1
64307328,1,2,2
45411694,0,0,6
7507458,0,0,2
194207397,0,0,3
18149166,0,0,7
79542039,0,0,4
97659219,0,0,1
145512685,0,0,2
271146672,0,0,1
96914675,0,0,4
187378013,0,0,1
43462452,1,1,1
34281672,0,0,8
39044050,1,1,1
51699341,0,1,2
73997241,0,0,1
120116659,0,0,3
134223421,0,2,8
189640897,0,0,1
202760417,0,0,7
162421622,0,2,12
257491997,0,1,4
272852624,0,0,4
40237093,0,1,2
167167647,0,1,13
102971783,0,0,1
186294113,0,0,1
95699780,0,0,18
189921721,0,0,1
208985864,0,0,1
49319563,0,0,1
46009414,1,1,1
196862501,0,1,5
183803328,0,0,5
89559973,0,0,1
65155942,0,2,10
155945477,0,0,1
241606246,1,1,1
162543176,0,2,3
248040416,0,2,15
179394166,0,1,2
252159775,0,0,1
106592046,0,0,3
255096684,0,0,5
29239329,0,0,14
1603625,0,0,2
270917796,0,0,1
175948419,0,1,6
248882404,0,0,4
295885446,0,0,1
131962554,0,0,2
71888942,0,0,14
8100868,0,0,2
93514355,0,0,1
273828592,1,1,1
68135360,1,1,1
17414305,0,2,7
63291011,0,0,1
15474494,0,0,3
237810083,0,0,3
212751581,0,0,5
33071192,1,1,1
24366790,0,1,12
192105970,0,0,3
161240367,0,0,1
202140438,0,0,4
59773143,1,2,2
131227694,0,0,3
301915080,0,0,1
252408003,0,0,1
142750305,0,0,5
193103684,0,0,18
82512087,0,0,2
12034137,0,0,1
180206904,0,0,3
165353535,0,0,6
60859324,0,0,18
65152385,0,0,3
96249915,0,1,4
308309772,0,0,1
124556386,0,1,12
193136822,0,0,1
30172489,0,3,4
228706143,0,1,2
85458882,0,1,10
218844731,0,0,1
199806970,0,0,1
64611580,0,0,4
118693973,0,2,9
30280104,1,1,1
260320188,0,0,5
132353043,0,0,1
278828072,0,0,1
170172944,0,1,8
230944154,0,1,7
57166019,0,0,1
547685,0,0,5
148510973,0,1,15
194872360,0,0,3
144532046,0,0,3
170215786,0,1,3
54103616,0,1,8
180753437,0,0,6
110194091,0,0,2
124229280,0,0,2
172318605,0,0,1
123052194,1,1,1
18500119,0,0,4
21590667,0,1,2
202018536,0,0,1
181158622,0,0,4
16080105,0,0,2
181291605,0,0,3
108219790,1,1,1
250497204,0,0,1
123734483,0,2,7
297510921,0,0,4
219414811,0,0,3
33659046,0,0,6
140086587,0,0,3
153991478,0,0,3
155963474,0,1,4
204401529,0,0,9
53091150,0,1,33
98848653,0,3,23
236466534,0,0,1
102687513,0,0,4
86686260,0,0,2
214390937,0,0,6
141160698,0,0,2
129966650,0,0,1
8795607,0,1,6
62545742,0,0,3
204083307,0,0,1
27023260,0,0,1
94161846,0,0,5
87424218,0,0,2
305014808,0,0,1
97782908,0,0,5
287848624,0,0,1
88173801,0,0,8
16821928,0,0,2
70778973,0,0,7
113124720,0,1,5
93413084,0,1,6
156896203,0,0,1
36017955,0,1,2
57866383,0,0,1
54826284,0,0,23
276285300,0,0,1
14477878,0,0,3
32710856,0,2,11
184314651,0,0,3
167277296,0,0,2
129391396,0,0,3
47288156,0,2,5
158959728,0,0,1
68532738,0,0,2
202675529,0,0,1
252071568,0,0,1
158277459,0,0,5
155069128,0,0,1
144071257,0,1,21
179001573,0,0,1
212466515,0,0,6
171691017,0,1,6
70167393,0,0,1
89479298,0,2,3
92958887,0,0,4
200524998,0,0,1
30142763,0,0,2
77565315,0,0,2
81054122,1,3,3
191244808,0,1,2
161816812,0,2,11
106986812,0,1,10
201708562,0,0,2
242309800,0,0,1
107818793,0,0,5
221432905,0,0,1
98796965,0,0,1
77124916,0,0,2
148162764,0,0,2
298008741,0,0,1
199757879,0,0,1
73195149,0,0,4
192609869,0,0,1
159411437,0,0,7
14507290,0,1,3
267633580,1,1,1
145825155,0,0,3
82938274,0,0,1
168771588,0,0,2
197190654,0,1,8
186194652,0,1,2
146016192,0,1,3
268487512,0,0,3
137460095,0,0,6
212134578,0,0,4
227811695,0,0,5
161248480,0,0,2
110369840,0,2,10
87879009,1,1,1
54353026,0,0,2
76767,0,1,3
299510506,0,0,1
97614578,0,0,10
115567288,0,0,3
181112485,0,0,1
61772065,0,1,6
94510414,0,1,3
64514291,0,0,10
119410870,0,0,1
48525807,0,0,20
96696864,0,1,4
67530228,0,1,2
68049243,0,0,5
217289550,0,1,4
137222368,0,1,3
303128637,0,0,1
106333903,0,0,4
162081645,0,0,5
53901705,0,0,7
105445346,0,0,4
160767652,0,0,2
218121619,0,0,2
49350285,0,0,4
110104967,0,0,2
110397537,0,1,2
271454872,0,0,1
117370965,0,3,5
46178364,0,1,2
154425908,0,0,1
198782797,0,0,1
748719,0,0,6
130201800,1,1,1
157899431,0,0,6
107743243,0,0,7
12563913,0,0,1
57433226,0,2,7
212806127,0,0,3
257891885,0,0,1
113268833,0,1,4
78799565,0,1,3
12070928,0,0,3
26122540,0,1,2
231450817,0,0,1
24919113,0,0,8
37490443,0,4,8
169902951,0,0,1
210744685,0,0,9
29764828,0,2,3
217680215,0,2,4
113260911,1,1,1
58289184,0,2,4
71704418,0,2,3
135879753,0,1,7
147810275,0,0,3
308695132,0,0,1
157692363,0,0,2
247912887,0,1,4
56219610,0,2,6
108872482,0,0,1
237848513,0,0,1
174386411,0,0,1
136493411,0,0,2
131973876,0,3,7
124400480,0,0,6
58431944,0,1,9
209340839,0,0,2
176354321,0,1,4
236042442,0,0,2
81079291,0,0,1
216025815,0,0,10
258774423,0,0,1
199025228,0,0,1
142971534,0,0,1
244163929,0,0,1
241776037,0,0,1
38781158,0,0,2
148246305,0,0,2
95780749,0,0,10
88410966,0,0,5
98624880,0,0,2
136783755,0,1,2
290948882,0,0,1
183617329,0,0,1
281864662,0,0,3
230633575,0,0,2
184003742,0,0,1
131348564,0,2,15
297620161,0,0,2
70487610,0,0,3
188684344,0,0,1
11813637,0,2,9
128470551,0,1,6
291482664,0,1,2
71870712,0,1,2
50655415,1,1,1
197279094,0,0,1
243020996,0,0,4
31727716,0,0,9
287270696,0,0,2
38731746,0,1,6
59050554,0,1,2
245863248,0,0,4
206014489,0,0,9
100993239,0,0,8
150144638,0,0,1
234488787,0,0,2
186312592,0,0,1
111362598,0,3,9
276225812,0,0,5
188768764,0,0,1
95037089,0,0,5
127074858,0,0,2
113580708,0,0,6
23608098,0,1,7
199693353,0,0,14
204795948,0,2,24
131610144,0,1,7
77194086,0,0,4
2382003,0,0,2
265337884,0,0,1
150995572,0,3,6
35394734,0,0,2
287122626,0,0,2
277768228,0,0,1
23154676,0,1,5
146067806,0,0,1
150909485,0,1,2
289244540,0,0,1
237173035,0,1,2
181586458,0,0,1
60343142,0,0,1
272181160,0,0,3
43607599,1,1,1
171015775,0,0,4
22003611,1,2,2
209807861,0,1,4
171893056,0,0,1
110478090,0,0,2
28165186,0,0,3
14758912,1,2,2
302980730,0,0,2
50032397,0,2,5
144347801,0,1,4
115671217,0,0,3
253218347,1,1,1
188284694,0,0,1
45507376,0,0,4
262317184,0,1,4
44755776,0,0,2
4677023,0,1,4
154817899,0,0,3
29983962,0,1,7
113546110,0,1,10
229748951,0,0,2
69828237,0,1,3
167749301,0,0,1
259591984,0,0,1
59332369,0,3,10
45774794,0,1,12
101142088,0,0,4
117217039,0,0,1
300658566,0,0,1
159371621,0,0,13
116617462,0,0,12
103840115,0,0,1
202700286,0,0,1
247891137,0,0,1
15382030,1,1,1
49769103,0,0,3
98312003,0,1,4
161275092,0,0,3
145869570,0,0,1
3897969,0,0,3
58435428,0,2,10
117321969,1,1,1
86168617,0,0,2
256606025,0,0,2
49312497,0,0,5
250960203,0,0,1
126269125,0,1,14
182557942,0,1,3
287465432,0,0,3
242886720,0,1,2
206229824,0,0,1
185435886,0,0,1
193486352,0,1,6
281549566,0,0,1
3244702,0,0,1
279965238,1,1,1
189177145,0,0,1
213126679,0,0,2
68240622,0,1,5
88775181,0,4,15
50131557,0,1,2
215160630,0,0,9
191817434,0,0,1
74521316,0,0,6
155881626,0,1,9
38465050,0,0,12
257820973,0,0,1
280824162,0,0,2
861238,0,0,2
176271982,0,0,1
170491009,0,0,5
260376156,0,0,4
92276000,0,0,3
41917762,0,1,2
57798235,0,2,8
143459727,0,0,2
250231163,0,0,1
164296368,0,0,3
174507916,0,0,4
245078207,0,1,7
1006880,0,0,2
107124480,0,1,3
109969285,0,0,1
91597624,0,0,1
22673724,0,1,2
134967717,0,2,7
188631532,0,0,3
288274882,0,4,7
58930204,0,0,1
53509003,0,1,3
53245953,0,2,3
77127388,0,0,7
243008978,0,0,1
128934005,0,0,3
244823619,0,0,2
171681316,0,0,1
12774878,0,2,4
170201716,0,0,7
52321307,0,0,10
86943254,0,0,2
192277804,0,0,2
168539881,0,1,8
45592640,0,0,8
145508370,0,0,1
233000303,0,0,2
198105109,0,1,4
70327507,0,1,2
160299889,0,0,4
295084996,0,0,1
256863125,0,0,1
142011717,0,0,2
45292137,0,2,9
58761868,0,0,11
198573013,0,2,6
104120883,0,0,4
94982344,0,0,1
134641355,0,0,9
242212974,1,1,1
130315685,0,0,1
305303802,0,0,2
221746589,0,0,1
190016182,0,0,1
10216256,0,0,1
179390131,0,1,3
80230375,1,1,1
207477282,0,1,6
44421638,0,0,1
68493240,0,0,2
215540943,0,1,2
157341587,0,1,10
160430559,0,0,1
208879416,0,1,5
207915392,0,0,3
12144171,0,2,18
30042027,0,2,4
244100151,0,0,1
31817706,0,2,4
292744287,0,0,2
66530362,0,0,2
195607832,0,0,3
95996939,0,1,4
166124426,0,0,1
103691417,0,0,1
287264958,0,1,3
130280718,0,1,6
26430231,0,1,9
131377772,0,0,1
152476201,0,0,2
166927601,0,0,5
284729488,0,0,1
66052983,0,4,14
133404545,0,0,2
21869048,0,1,2
30500254,0,0,1
199243806,0,1,8
44169472,0,1,3
215727147,0,0,1
68372559,0,0,2
190060278,0,1,7
188681523,0,0,2
182961604,0,0,3
99499409,0,0,1
68719896,0,0,7
188110199,0,0,1
199051694,0,0,3
227800694,0,0,1
156615447,0,1,14
242749386,0,0,1
298557690,0,0,1
292470488,0,0,1
291038678,0,0,1
97667936,0,0,3
111044780,0,0,5
231469827,0,0,2
168244631,0,1,9
161140815,0,0,2
182835747,0,0,7
66596291,0,2,14
73305545,1,1,1
70591968,0,0,3
65229865,0,0,19
113196318,0,1,11
182771524,0,0,1
45353031,0,0,3
117601858,0,0,7
196498799,0,0,1
276526080,0,0,3
123128145,0,0,1
70395325,0,0,1
204176632,0,0,1
250955812,0,0,1
142844201,0,3,4
102219798,0,0,1
63895034,0,0,2
216047087,0,0,3
231283521,0,0,1
226212066,0,0,1
87907200,0,0,8
188266554,0,2,3
159535257,0,0,1
187945671,0,0,1
45811573,0,0,2
201656921,0,0,1
49050405,0,1,14
130378178,0,0,1
198081354,0,1,9
110824765,0,2,8
241998525,0,0,1
32488724,1,1,1
154687199,0,1,7
161663718,0,1,3
242122348,0,0,2
79309149,0,0,1
74161590,0,2,6
57974873,0,1,9
193087158,0,0,2
171418611,0,0,2
236950689,0,0,1
81768333,0,0,1
43189361,1,1,1
161085459,1,1,1
52907921,0,0,11
111182405,0,2,8
73597661,0,0,1
205343727,0,0,3
124537977,1,1,1
259454041,0,0,1
149920224,0,1,14
11807754,0,1,2
82385352,0,0,5
221694858,0,0,3
26789885,0,1,2
160806303,0,0,1
58316550,1,1,1
89106156,0,0,1
153076975,0,0,6
26861985,0,0,3
128135136,0,0,1
107256941,0,0,1
23643789,0,0,2
9245216,0,1,5
198100987,0,0,1
113321644,0,0,1
274624060,0,0,1
117581255,1,1,1
293042025,0,0,1
202174504,0,1,2
203260681,0,0,1
29736184,0,0,1
124059151,0,0,20
143275153,0,0,1
46785501,0,0,8
42928788,0,1,18
144024725,1,1,1
204679729,0,0,1
118066938,0,0,1
273082868,0,0,4
22277642,0,0,1
72958745,0,1,2
181608676,0,1,3
156879739,0,0,6
222433695,0,0,1
156343742,0,0,3
31007645,0,0,1
190675881,0,0,4
184807923,0,0,4
235692659,0,0,3
120113754,0,0,3
61902414,0,0,1
154485753,0,0,2
173168090,0,0,2
61031710,1,2,2
35355224,1,2,2
171847029,0,0,6
274785080,0,1,5
21539893,0,1,7
209016933,0,1,2
93882483,0,2,4
67708331,0,0,3
156965566,0,1,4
250826540,0,2,6
247065555,0,0,1
136222532,0,0,1
10450544,0,0,22
59756932,0,2,6
101414179,0,0,1
155042139,0,2,7
171900219,0,0,1
190070011,0,0,1
156379077,0,0,8
218734858,0,1,2
142799594,0,2,4
200175559,0,0,1
37339809,1,1,1
140050187,0,0,1
142001340,0,2,13
22883395,0,0,3
67965357,0,2,3
70780053,0,0,3
28064589,0,1,7
110843185,0,0,1
122332010,0,0,2
91871147,0,1,2
289524714,0,0,1
256525720,0,0,1
235689037,0,0,1
198735293,0,3,27
99616757,0,0,5
144736,0,1,3
192218605,0,0,1
57755503,0,0,1
224988881,0,0,1
234559223,0,0,1
77736587,0,0,1
161759944,0,0,5
29706117,0,0,3
232864591,1,1,1
43936108,0,0,2
156818121,0,0,14
20914736,0,1,4
111003065,0,0,2
31849177,0,1,3
257521133,1,1,1
6394150,0,0,1
216442661,0,0,2
302742986,0,0,1
50837658,0,0,1
162370266,0,0,1
122117051,0,0,1
223253799,0,0,1
34863766,0,0,1
135177440,0,0,1
83234559,0,0,1
191670145,0,0,1
252012035,0,1,3
166880158,0,0,5
138115430,0,0,3
79411077,0,1,9
144580725,0,3,8
12195913,0,1,3
172434236,0,2,4
112547463,0,0,2
78339000,0,0,2
223330523,0,1,2
278600042,0,0,1
46916822,1,1,1
203092936,0,1,3
61823081,0,0,1
272820556,0,1,4
208616727,0,0,1
171916530,0,0,1
39146470,0,1,12
232879561,0,0,1
220602833,0,0,3
96963765,0,0,1
266367020,0,0,1
236151749,0,0,2
86310154,0,0,1
42029670,0,0,1
18036199,0,1,4
108264287,0,2,7
179733218,1,1,1
107346948,0,0,1
84428602,0,0,2
307519874,0,0,1
173846745,0,1,2
37727952,0,1,2
188713427,0,0,2
117331659,0,0,2
41887439,0,0,4
238516802,0,0,3
116912767,0,2,7
84908294,0,1,2
206346171,0,1,3
161384593,0,0,6
245681889,0,0,8
19422331,0,0,1
208680989,0,0,1
28443095,0,2,3
21015565,0,0,1
14165501,0,0,2
16167221,0,1,8
49832324,0,2,3
89523414,0,0,9
264253640,0,0,4
96902425,1,1,1
226923581,0,0,1
164318687,0,3,12
193456517,0,0,1
147395962,0,1,2
38342935,0,0,1
58967365,0,0,1
174226719,0,0,5
201763859,0,0,1
154940708,0,0,1
183838531,0,1,3
119937035,0,0,3
167202599,0,0,5
93812486,0,0,2
89245804,0,0,1
262814808,0,0,1
231029951,0,2,3
65610147,0,0,1
47271668,0,3,4
188056897,0,0,1
89286594,0,0,1
112994491,1,1,1
202664112,0,0,2
205014771,0,0,2
220561138,0,1,4
178716199,0,0,1
192538478,0,0,2
171160183,0,0,2
243905347,0,0,1
195171884,0,0,2
243711507,0,0,3
83992730,0,1,2
248754096,0,0,1
181593489,0,0,1
179481154,0,0,1
140820563,0,0,5
60594845,0,0,1
217779981,0,0,2
195414910,0,0,8
19062398,0,1,3
169684620,0,0,1
175794402,0,0,1
77905942,1,1,1
242039522,0,1,2
238169854,0,0,1
72907554,0,0,2
159850817,0,1,3
185080568,0,0,1
170329549,0,0,4
36775354,1,1,1
173102243,0,0,1
190900804,0,0,4
127220350,0,1,11
128593044,0,0,5
262474788,0,0,1
168571967,0,0,1
168324795,0,0,7
79715089,0,0,1
2428602,0,0,7
233269570,0,0,1
166753156,0,1,5
293478944,0,0,2
174287424,0,0,2
81743539,0,1,3
235587689,0,0,1
185959000,1,1,1
112089956,0,0,1
149053502,0,0,1
181819729,0,0,1
259554515,0,0,1
167752146,0,0,3
139841475,0,0,1
111419019,0,0,1
47063596,1,3,3
54761333,0,0,11
228347295,0,0,1
212428693,0,0,1
175263669,0,2,5
246154528,0,0,1
226597231,0,0,1
166478332,0,0,1
204742217,0,1,4
298306205,0,0,1
177154840,0,0,2
33934276,0,0,1
116325720,0,1,4
176743370,0,0,2
123625432,0,3,9
90037349,0,1,2
88271258,1,1,1
122538805,0,0,2
168517892,0,0,1
194432540,0,1,2
268698660,0,0,1
170625356,0,0,1
90033155,0,0,3
92663477,0,1,20
96157153,0,0,2
76894278,0,0,1
246627895,0,0,2
301201297,0,0,1
137341828,0,0,2
110478743,0,0,9
101339059,0,0,14
23918050,0,0,1
21822362,0,0,3
150751526,0,0,14
166590150,0,0,1
270169680,0,0,1
200115424,0,1,2
223858723,0,0,4
193097653,0,0,1
249269233,0,0,2
121615038,0,2,3
251440763,0,0,2
97250159,0,0,1
100741663,0,2,4
100833937,0,1,2
243808569,0,0,1
193196975,0,1,3
229516311,0,0,1
106235885,0,0,1
196931524,0,0,1
47164966,0,0,1
69849141,0,0,4
103093573,0,1,3
129478138,0,0,7
212570211,0,0,4
184858116,0,1,2
23219829,0,0,2
203222843,0,1,2
110650041,0,0,3
211310294,0,0,1
100767560,0,0,1
5600822,0,0,2
66211595,0,0,1
44426653,1,1,1
22605909,0,1,3
190022459,0,0,3
49342564,0,1,12
226928441,0,0,2
1601069,0,0,2
280027508,0,0,1
212886835,0,0,1
150720815,0,0,1
140708070,0,0,1
204624428,0,0,2
236394893,1,1,1
249996025,0,0,1
172666220,0,1,5
251285557,0,0,1
174709157,0,0,1
7163917,0,3,8
242781058,0,0,5
199647568,0,0,1
149810726,0,0,2
27872805,0,0,3
162479816,0,0,1
4824107,0,2,6
182464505,0,0,2
32644336,0,2,7
97634356,0,0,3
15546726,0,0,1
101530848,0,1,7
183026447,0,0,1
6252885,0,0,3
276186966,0,0,2
64060101,0,2,3
209000748,0,0,1
99255590,0,1,3
136271892,0,0,1
53826748,0,0,1
147563118,0,0,3
74855005,0,1,14
129425022,1,1,1
54212914,0,0,3
31757271,0,0,1
25337857,0,0,6
247313879,0,0,5
198350948,0,0,2
49191483,1,1,1
129501816,0,1,2
295941603,0,0,2
189795214,0,1,2
14962163,0,1,13
92436417,0,1,4
272542868,0,0,1
30699429,0,1,8
286968172,0,0,6
75457821,0,1,3
155131347,0,0,1
16261218,1,2,2
168791218,0,0,1
27925556,0,1,2
45094639,0,0,2
259934396,0,0,1
229173482,0,0,1
121884238,0,0,4
213188895,0,0,2
204493190,0,1,2
100096071,0,0,5
159386087,0,0,1
137508279,0,0,5
25272022,0,0,2
234941318,0,0,1
150397316,0,1,2
279668062,0,0,1
280275540,1,2,2
137837203,0,0,4
156382881,0,0,1
109165920,0,0,2
134127685,1,1,1
3783783,0,1,4
158608850,0,0,6
170267441,0,0,2
118894547,0,0,3
231416829,0,0,8
152861732,0,2,5
114637687,0,0,1
67713900,0,1,4
163968268,0,1,2
75232211,0,1,10
7440594,0,0,19
243808511,0,0,2
155718820,0,0,7
81591317,0,2,14
121280370,0,0,5
109780632,0,0,4
130882834,0,0,1
42380987,0,2,5
156946266,0,0,1
207718097,0,0,6
139804310,0,0,1
210177498,0,0,2
28040133,1,1,1
180801118,0,0,2
68809194,0,0,7
276090576,0,0,2
53181165,0,1,2
77113494,0,0,2
152934929,0,0,1
26779878,0,0,3
302363079,0,0,2
288600692,0,0,1
81672131,0,0,5
183048608,0,0,3
277921358,0,0,1
184563802,0,0,1
117657402,0,1,2
185268529,1,1,1
171383863,0,0,4
235037893,1,1,1
96400571,0,0,17
3747293,0,0,4
104727643,0,0,10
58434367,0,0,1
181564172,0,1,5
174137629,0,0,5
211684338,0,0,1
292332406,0,0,1
96836693,0,1,4
147402762,1,1,1
57033787,0,1,3
172771532,0,0,7
288385496,0,0,1
241514787,0,0,1
91859894,0,0,12
130547869,0,1,6
211569574,1,1,1
144578181,1,1,1
264929688,0,0,1
194629782,0,0,1
141640819,0,0,1
132840940,1,1,1
27117407,0,0,1
45807245,0,0,1
106682261,1,1,1
41294957,0,0,1
221823551,0,0,2
77870593,0,0,3
381543,0,1,4
183086571,0,0,1
101731521,0,0,1
306690580,0,0,2
110814860,0,0,1
234108053,0,2,9
15576531,0,0,2
245255545,0,0,2
55745376,1,1,1
246357409,0,0,1
98561727,0,0,4
287693866,0,0,1
155003926,0,2,4
167901416,0,0,8
102950472,0,0,1
270356700,0,1,9
142040835,0,0,1
61367351,0,0,1
99723205,0,3,5
206088606,0,0,3
161338471,0,0,3
188988198,0,1,5
59087317,0,0,1
194885661,1,1,1
208038249,0,0,1
11024186,0,0,3
145117004,0,0,4
195065296,0,0,1
242477922,0,0,2
107913460,0,2,4
171611544,0,0,2
127788996,0,0,2
82686146,0,1,7
21979395,0,3,4
225848614,0,0,2
122803519,0,1,5
65076545,0,0,2
215087521,0,0,2
171773017,0,0,1
166374827,0,1,4
208815172,0,0,1
40045419,1,3,3
204459221,0,0,2
109201849,0,1,4
21316693,1,2,2
234621077,0,0,1
299889828,0,0,1
300416572,0,0,1
256216485,0,0,1
154099092,0,0,1
208900216,0,0,2
185494712,0,1,2
111316830,0,0,5
116777928,0,0,1
32749624,0,0,5
149820947,0,0,3
220434034,0,0,2
62601134,0,0,1
196223620,0,0,3
47672756,0,2,5
239511574,0,0,2
163281091,0,0,4
42648631,1,1,1
108512521,0,0,1
112376397,0,0,2
267053376,0,0,2
150882304,0,0,8
46405162,1,1,1
20704366,0,0,3
105736077,0,1,4
189191657,0,0,1
120164786,0,0,1
108943853,0,0,2
199628395,0,2,8
105159791,0,1,5
25452454,0,0,5
278209338,0,0,1
178698811,0,0,1
233266997,0,0,1
25490518,0,0,3
252475396,0,0,1
206577552,0,0,1
101803777,0,0,4
187999074,0,0,1
201713909,0,1,6
111551727,0,2,9
97620507,0,0,1
188233566,1,1,1
163415496,0,0,1
35227774,1,1,1
242287908,0,0,1
14702137,0,0,4
15701750,0,0,3
1834453,0,0,2
19302548,0,1,4
59713285,0,0,1
298179648,0,0,1
151943497,0,0,2
33778112,0,0,3
167153680,1,1,1
56911639,0,0,3
3614782,0,0,3
113227222,0,1,4
304971849,0,1,3
91729217,0,0,4
66725148,0,0,2
189623540,0,0,2
144412676,0,0,1
303883231,0,0,1
253999415,0,0,1
50811344,0,2,12
142999522,0,0,3
248549548,0,2,7
220956035,0,0,1
161936923,0,0,1
71411882,0,1,4
297099122,0,0,1
49630184,0,0,6
2643609,0,1,12
32577778,0,0,3
209869297,0,0,5
61779218,0,0,5
176929122,0,1,7
33518079,0,0,8
237704094,0,0,3
192089288,0,0,1
218680215,0,0,1
299060755,0,0,1
227490126,0,0,3
242199141,0,0,1
239449577,0,0,1
184215735,0,0,1
162740609,0,0,3
105938590,0,0,1
132418423,0,2,4
109946857,0,0,1
203765587,0,2,7
19094181,0,1,2
196707355,0,0,2
254886921,0,0,1
160732832,0,0,2
115959445,0,0,2
159365538,0,1,3
170474212,0,0,2
196358260,0,0,1
214144283,0,0,1
160469883,0,0,2
57333945,0,0,4
171580979,0,0,1
158877899,1,1,1
88296152,0,0,2
83198547,0,0,1
40529387,0,0,2
106057222,0,0,1
142790708,0,0,1
156941467,1,1,1
284934852,1,1,1
174674290,0,0,4
126796140,0,0,3
161896440,0,0,13
177976130,0,0,1
111130695,0,0,4
147120267,0,0,1
135545063,0,0,1
157235483,0,1,8
56899274,1,1,1
40837142,0,0,2
150135487,0,0,8
243536793,0,0,3
153166211,0,0,3
81556495,0,0,3
150382608,0,0,1
148322156,0,1,4
82156706,0,0,4
227231487,0,0,2
77830706,0,1,8
127344335,0,0,8
119310413,0,1,6
170188540,0,0,1
205329032,0,0,2
58953935,0,0,3
293587092,0,0,4
197724494,0,0,1
167118460,0,0,6
107902370,0,0,1
154017479,0,0,1
303426048,1,1,1
163801892,0,0,1
246103765,0,0,1
124070622,0,1,3
198893163,0,0,2
112474535,0,0,1
3249166,0,0,2
142754561,1,1,1
101212067,0,0,6
32102983,0,1,4
244445520,0,2,4
115287826,0,0,1
126098408,0,0,3
48386574,0,2,10
14906179,0,2,4
181254402,0,0,1
282061856,0,0,1
199298990,0,0,2
52567955,0,1,3
195459356,0,0,3
248910639,0,0,1
47291376,0,0,3
175430751,0,0,1
142060022,0,0,1
142409681,0,0,1
174021956,0,0,1
146594813,1,1,1
56684410,0,1,2
89005236,0,0,5
213231597,0,3,11
125718913,0,0,2
222284298,0,0,1
122940861,0,0,1
127850470,0,0,5
64350600,0,1,7
53244117,0,1,2
199659716,0,1,3
178465090,0,0,2
232907046,0,0,4
15095770,0,0,6
102494404,0,0,1
29730534,0,0,3
75277726,0,0,6
123671395,0,1,3
183190459,0,0,1
71486921,0,0,1
225048159,0,0,3
220733923,0,0,1
179129702,0,0,5
130303679,0,0,1
99372794,0,0,1
276118496,0,0,5
201912254,0,0,1
133680143,0,0,2
208127048,1,1,1
131130328,0,0,5
10869571,0,0,3
190650796,0,0,3
286700638,0,0,1
209623250,0,0,1
217289318,1,1,1
155071993,0,0,2
110881551,0,0,1
126756731,0,1,2
262195804,0,1,2
151129695,0,0,1
105028982,0,0,2
15841597,1,4,4
154374262,0,0,2
112110682,0,0,5
55522584,1,2,2
137531238,0,0,1
28453352,0,0,3
252811208,0,0,1
202618978,0,0,4
250284905,0,0,1
54293428,0,0,17
80471276,0,0,1
105585767,0,0,1
223985145,0,0,1
5232588,0,0,1
156787969,1,1,1
244789964,0,0,2
245845321,0,0,2
200491490,0,0,2
178574781,0,0,3
154531790,0,0,1
144153802,0,1,2
83090686,0,2,11
206183065,0,1,7
84703874,0,0,1
100412579,0,0,1
174838943,0,1,4
30548861,0,0,2
106238372,0,0,1
236596014,0,1,2
18109027,0,0,2
143223745,0,0,1
186099130,0,0,1
210752982,0,0,2
158944454,0,0,2
101000574,0,1,3
241725931,0,0,1
123627691,0,0,2
221443125,0,1,2
193129684,0,0,4
210172601,0,0,2
246754757,0,0,1
187545648,0,0,2
165644384,0,0,1
229345947,0,0,1
178605069,0,0,4
139015518,0,1,2
88937470,0,0,3
29706146,0,0,2
66508737,1,1,1
163617342,0,0,5
107273897,0,1,5
110875215,0,0,1
206982761,0,0,2
55300764,1,1,1
92024359,0,0,1
17649444,0,2,9
90595186,0,0,2
305993961,0,0,1
39758678,0,0,1
162654590,0,0,1
157058673,0,0,2
70915652,0,1,9
173434036,0,0,3
73407067,1,1,1
99074324,0,0,1
199805188,0,1,4
228170321,0,0,1
210170887,0,0,9
74557142,1,1,1
150326378,0,0,2
167985276,0,2,5
255810120,0,0,1
37829487,0,0,2
75598925,0,0,8
96795319,0,0,1
174762197,0,1,4
308165484,0,0,1
14098833,0,1,2
174654947,0,0,1
275798890,0,0,2
211363179,0,0,3
3527485,0,2,6
101641872,0,0,1
171462811,0,0,1
9811609,0,0,2
70930091,0,0,1
202843172,0,0,3
242421974,0,0,1
233479846,1,1,1
182593878,0,0,6
211197762,0,3,4
243998409,0,0,1
158655503,0,0,2
161657866,0,0,1
46534663,0,1,2
25253730,0,1,3
216931933,0,0,1
75011941,0,0,3
