user_id,ratio,numberRecommendationUserHas,numberGamesUserHasInTest
14551726,0,0,2
14671378,0,0,7
14702137,0,0,4
14711056,0,0,2
14758912,0,0,2
14906179,0,0,4
14962163,0,0,13
15196746,0,0,24
15221799,0,0,11
15305418,0,0,14
15382030,0,0,1
15415372,0,0,5
15701750,0,0,3
15702351,0,0,2
15841597,0,0,4
16080105,0,0,2
16081636,0,0,7
16084897,0,0,31
16154372,0,0,23
16167221,0,0,8
16231773,0,0,2
16574348,0,0,1
16645459,0,0,54
16710264,0,0,1
16720641,0,0,1
17017968,0,0,3
17284266,0,0,3
17299575,0,0,2
17414305,0,0,7
17495098,0,0,10
17497581,0,0,7
17530772,0,0,66
17567828,0,0,27
17649444,0,0,9
17995238,0,1,36
18036199,0,0,4
18066817,0,0,4
18074031,0,0,2
18109027,0,0,2
18149166,0,1,7
18500119,0,0,4
18888504,0,0,2
19062398,0,1,3
19085114,0,0,19
19302548,0,0,4
19510434,0,0,1
19586574,0,0,3
19616379,0,0,2
19696244,0,0,27
20200395,0,0,12
20207081,0,0,2
20366600,0,0,10
20464587,0,0,8
20566124,0,0,3
20626832,0,0,4
20643309,0,0,2
20683035,0,0,3
20704366,0,0,3
20772968,0,0,98
20914736,0,0,4
21061921,0,0,59
21138994,0,0,2
21316693,0,0,2
21406272,0,0,2
21416874,0,0,1
21535912,0,0,4
21539893,0,0,7
21796349,0,0,1
21861124,0,0,4
21869048,0,0,2
21979395,0,0,4
22003611,0,0,2
22088241,0,0,1
22283916,0,0,1
22301321,0,0,116
22371742,0,0,41
22470137,0,0,1
22605909,0,1,3
22689481,0,0,2
22865756,0,0,1
22875444,0,0,1
23072560,0,0,1
23096237,0,0,1
23154676,0,1,5
23225650,0,0,23
23386002,0,0,2
23492094,0,0,17
23608098,0,0,7
23643789,0,0,2
23672423,0,0,5
23717586,0,0,24
23883383,0,0,1
24011187,0,0,9
24204083,0,0,2
24366790,0,0,12
24469287,0,1,76
24610082,0,0,1
24632218,0,0,48
24703611,0,0,1
24721232,0,0,86
24841093,0,0,5
24858005,0,0,2
24919113,0,0,8
24932641,0,0,1
25096601,0,0,17
25253730,0,0,3
25337857,0,0,6
25411448,0,0,1
25539892,0,0,2
25863903,0,0,1
26027937,0,0,5
26090223,0,0,3
26122540,0,0,2
26302344,0,0,15
26333936,0,0,2
26430231,0,0,9
26465134,0,0,22
26633617,0,0,1
26636189,0,0,1
26729643,0,0,30
26762388,0,0,57
26789885,0,0,2
26808868,0,0,16
26822907,0,0,1
26861985,0,1,3
27023260,0,0,1
27037996,0,0,1
27117407,0,0,1
27168078,0,0,1
27169419,0,0,9
27171538,0,0,10
27262175,0,0,10
27279261,0,0,37
27403206,0,0,23
27545486,0,0,3
27579751,0,0,1
27872805,0,0,3
27901693,0,0,1
28031199,0,0,1
28040133,0,0,1
28064589,0,0,7
28229872,0,0,2
28443095,0,0,3
28453352,0,0,3
28472068,0,0,27
28648610,0,0,5
28731346,0,0,2
28997716,0,0,4
29052354,0,0,4
29081256,0,0,2
29148231,0,0,1
29239329,0,0,14
29268335,0,0,2
29302014,0,0,3
29569611,0,0,1
29706117,0,0,3
29753085,0,0,22
29764828,0,0,3
29777760,0,0,1
29852387,0,0,1
29873979,0,0,9
29983962,0,0,7
30042027,0,0,4
30061970,0,0,10
30115594,0,0,3
30172489,0,0,4
30239820,0,0,2
30246419,0,0,165
30280104,0,0,1
30402259,0,0,1
30425578,0,0,32
30440303,0,0,39
30500254,0,0,1
30519870,0,0,15
30572170,0,0,2
30583864,0,0,1
30588978,0,0,1
30695285,0,0,1
30699429,0,0,8
30739537,1,1,1
30912860,0,0,12
30913209,0,0,3
31007645,0,0,1
31178210,0,0,1
31187179,0,0,24
31385451,0,0,1
31669242,0,0,63
31727716,0,0,9
31733621,0,0,1
31733654,0,0,4
31817706,0,0,4
31839832,0,0,2
31849177,0,0,3
31944667,0,0,1
32102983,0,0,4
32125590,0,0,3
32126281,0,0,34
32398422,0,0,1
32467994,0,0,14
32488724,0,0,1
32498610,0,0,1
32577778,0,0,3
32592631,0,0,1
32644336,0,1,7
32710856,0,0,11
32749624,0,0,5
32818456,0,0,1
32847394,0,0,11
33013552,0,1,116
33071192,0,0,1
33214968,0,0,3
33261284,0,0,1
33282871,0,0,21
33452361,0,0,2
33457161,0,0,1
33506449,0,0,3
33518079,0,0,8
33580866,0,0,5
33622085,0,0,29
33651880,0,1,41
33659046,0,0,6
33706322,0,0,13
33755449,0,0,1
33788990,0,0,1
33865373,0,0,145
33993318,0,0,1
33995654,0,0,1
34040508,0,0,3
34102593,0,0,1
34177747,0,0,38
34281672,0,0,8
34384042,0,0,1
34442062,0,0,5
34582304,0,0,4
34658438,0,0,3
34858979,0,0,2
34901647,0,0,25
34919318,0,1,38
35009482,0,0,2
35039277,0,0,15
35140004,0,0,3
35153301,0,0,1
35330593,0,0,1
35355224,0,0,2
35388317,0,0,1
35701646,0,0,29
35729292,0,0,10
35849335,0,0,2
35864169,0,0,14
36017955,0,0,2
36271979,0,0,3
36404933,0,0,66
36439985,0,0,5
36502549,0,0,11
36546868,0,1,86
36557643,0,0,86
36611463,0,0,2
36757524,0,0,1
36775354,0,0,1
36791999,0,0,1
36910614,0,0,1
36915181,0,1,2
36978196,0,0,3
37026839,0,1,2
37294596,0,0,1
37343172,0,0,1
37396841,0,0,1
37422528,0,0,38
37435998,0,0,4
37466720,0,0,2
37468189,0,0,1
37490443,0,0,8
37706629,0,0,2
37708732,0,0,1
37723786,0,0,16
37727952,0,0,2
37827989,0,0,7
37829487,0,0,2
38049880,0,0,66
38179194,0,1,3
38317154,0,0,35
38323067,0,0,1
38465050,0,0,12
38731746,0,0,6
39028341,0,0,2
39037163,0,0,29
39082468,0,0,14
39146470,0,0,12
39319649,0,0,6
39322716,0,0,3
39334748,0,0,1
39361297,0,1,19
39403038,0,0,2
39446138,0,0,4
39622853,0,0,36
39758678,0,0,1
39760170,0,0,1
39834113,0,0,4
39869522,0,0,2
39899978,0,1,8
39941720,0,1,6
39980669,0,0,1
39990790,0,0,2
40051659,0,0,2
40080833,0,0,4
40130306,0,0,1
40212239,0,0,53
40280688,0,0,6
40286953,0,0,2
40754921,0,0,1
40797591,0,0,1
41559627,0,1,25
41566004,0,0,1
41719717,0,0,12
41846650,0,0,1
41847338,0,0,2
41883229,0,0,1
41883322,0,0,6
41887439,0,0,4
42005897,0,0,23
42061089,0,0,18
42099265,0,0,1
42198457,0,0,5
42298912,0,0,1
42363887,0,0,4
42380987,0,0,5
42492910,0,0,2
42657809,0,0,33
42681063,0,0,1
42695514,0,0,2
42771635,0,1,21
42849279,0,0,2
42928788,0,0,18
42935819,0,0,2
43114966,0,0,3
43160799,0,0,9
43189361,0,0,1
43284145,0,0,3
43360645,0,0,31
43462452,0,0,1
43607599,0,0,1
43684632,0,0,42
43700700,0,0,1
43908860,0,0,4
43913966,0,0,30
43936108,0,0,2
43955374,0,0,28
44010163,0,0,3
44021324,0,0,4
44156169,0,0,5
44169472,0,0,3
44231506,0,0,2
44240866,0,0,1
44314169,0,0,36
44321815,0,0,12
44370809,0,0,6
44426653,0,0,1
44472980,0,0,43
44482198,0,0,16
44545959,0,0,26
44755776,0,0,2
44866715,0,0,20
44874005,0,0,11
45030250,0,0,10
45094639,0,0,2
45118807,0,0,1
45145682,0,0,3
45292137,0,0,9
45353031,0,0,3
45411694,0,0,6
45422636,0,0,2
45532207,0,0,2
45592640,0,0,8
45617627,0,0,36
45774794,0,0,12
45807245,0,0,1
45974860,0,0,17
46009414,0,0,1
46028967,0,0,49
46030552,0,0,5
46055854,0,0,13
46178364,0,0,2
46252394,0,0,1
46301758,0,1,9
46397411,0,0,2
46405162,0,0,1
46534663,0,0,2
46542904,0,0,1
46607365,0,0,2
46637811,0,0,25
46759859,0,0,2
46785501,0,0,8
46916822,0,0,1
46951849,0,0,6
46957399,0,0,5
47063596,0,0,3
47163562,0,0,1
47164966,1,1,1
47240858,0,0,1
47271668,0,0,4
47288156,0,0,5
47291376,0,0,3
47296055,0,0,1
47332601,0,0,1
47384202,0,0,50
47384303,0,0,33
47453568,0,0,1
47457723,0,0,102
47524459,0,0,3
47672756,0,0,5
47728342,0,0,4
47773209,0,0,2
47887890,0,1,3
48028873,0,0,35
48058475,0,0,1
48080423,0,0,1
48118779,1,1,1
48149238,0,0,9
48175931,0,0,8
48239695,0,0,1
48334326,0,0,1
48386574,0,0,10
48449055,0,0,1
48456902,0,0,3
48492052,0,0,1
48525807,0,0,20
48626533,0,0,11
48666962,0,0,6
48798067,0,0,71
48845802,0,0,2
48984158,0,0,22
48984341,0,0,1
49050405,0,0,14
49063269,0,0,4
49131499,0,0,1
49191483,0,0,1
49228258,0,0,37
49312497,0,0,5
49319563,0,0,1
49342564,0,0,12
49350285,0,0,4
49380630,0,0,4
49413665,0,0,2
49462664,0,0,41
49624770,0,0,16
49629862,0,0,2
49630184,0,0,6
49724738,0,0,1
49767455,0,0,9
49769103,0,0,3
49832324,0,0,3
49893565,0,0,94
50032397,0,0,5
50095094,0,0,2
50131557,0,0,2
50185776,0,0,1
50229934,0,0,9
50275189,0,0,2
50553129,0,0,4
50600002,0,0,3
50700418,0,0,18
50744279,0,0,18
50769696,0,0,3
50797633,0,0,12
50801801,0,0,10
50811344,0,0,12
50818751,0,0,46
50888871,0,0,1
51085779,0,0,25
51132884,0,0,2
51382080,0,0,3
51557405,0,0,59
51558260,0,0,2
51699341,0,0,2
51822361,0,0,28
51905751,0,0,1
51941260,0,0,2
52072237,0,0,2
52203520,0,0,3
52217458,0,0,2
52321307,0,0,10
52435421,0,0,2
52545855,0,0,3
52567955,0,0,3
52731290,0,0,4
52781598,0,0,1
52907921,0,0,11
53091150,0,0,33
53097340,0,0,18
53244117,0,0,2
53245953,0,0,3
53258793,0,1,3
53509003,0,0,3
53621752,0,0,1
53711793,0,0,2
53778883,0,0,1
53779471,0,0,2
53784377,0,0,1
53875128,0,0,81
53898495,0,0,30
53901705,0,0,7
53986832,0,0,1
54103616,0,0,8
54194546,0,0,11
54291917,0,0,2
54293428,0,0,17
54310644,0,0,25
54507379,0,0,9
54568397,0,0,3
54637394,0,0,30
54739142,0,0,1
54761333,0,0,11
54819677,0,0,1
54826284,0,0,23
54992167,0,0,1
54999247,0,0,1
55112407,0,0,2
55120589,0,0,3
55143039,0,0,3
55229923,0,0,1
55300764,0,0,1
55319994,0,0,1
55334302,0,0,1
55352649,0,0,2
55367062,0,0,41
55426012,0,0,48
55446861,0,0,1
55502052,0,0,3
55522584,0,0,2
55672384,0,0,1
55739825,0,0,2
55745376,0,0,1
55751308,0,0,7
55755821,0,0,4
55761025,0,0,15
55763300,0,0,1
55776971,0,0,1
55906572,0,0,44
55975168,0,0,28
56002861,0,0,1
56038151,0,0,41
56198811,0,0,1
56219610,0,0,6
56333620,0,0,3
56413349,0,0,1
56436989,0,0,5
56470008,0,0,1
56497895,0,0,1
56684410,0,0,2
56789999,0,0,1
56813714,0,0,1
56899274,0,0,1
56911639,0,0,3
56957512,0,0,1
57033787,0,0,3
57103808,0,0,26
57226729,0,0,1
57271785,0,0,4
57368001,0,0,4
57424113,0,0,3
57433226,0,0,7
57451291,0,0,1
57603447,0,0,30
57770056,0,1,26
57798235,0,1,8
57905818,0,0,3
57974873,0,0,9
58029555,0,0,1
58057627,0,0,14
58217836,0,0,3
58223726,0,0,2
58237510,0,0,1
58289184,0,0,4
58297398,0,0,12
58298928,1,1,1
58312813,0,0,1
58316550,0,0,1
58345543,0,1,125
58411748,0,0,1
58431944,0,0,9
58435428,0,0,10
58439284,0,0,1
58481977,0,0,2
58530556,0,0,4
58551955,0,0,1
58618147,0,0,3
58761868,0,0,11
58768356,0,0,8
58830050,0,0,3
58893462,0,0,2
58905429,0,1,78
58907890,0,0,7
58930204,0,0,1
58931437,0,0,28
58953935,0,0,3
58977564,0,0,1
59005471,0,0,10
59050554,0,0,2
59087317,0,0,1
59099129,0,0,2
59115473,0,0,3
59157389,0,0,4
59205262,0,0,4
59234901,0,1,3
59332369,0,0,10
59382844,0,0,10
59383825,0,0,1
59467141,0,0,2
59529444,0,1,7
59536273,0,0,12
59575100,0,0,2
59662830,0,0,34
59713285,0,0,1
59756932,0,0,6
59773143,0,0,2
59790700,0,0,11
59825286,0,0,84
59837634,0,0,2
59866729,0,0,1
59925638,0,0,23
59945701,0,0,7
60210313,0,0,6
60217594,0,0,10
60260529,0,0,1
60296891,0,0,21
60343142,0,0,1
60424237,0,0,1
60439399,0,0,1
60549077,0,0,3
60557056,0,0,1
60608576,0,0,25
60611062,0,1,30
60706503,0,0,10
60744461,0,0,4
60820884,0,0,1
60859324,0,0,18
60859695,0,0,46
60958088,0,0,2
61031710,0,0,2
61046224,0,0,3
61070572,0,0,12
61086207,0,0,6
61189155,0,0,13
61428062,0,0,1
61439397,0,0,1
61506388,0,0,22
61632730,0,0,20
61676491,0,0,37
61772065,0,0,6
61779218,0,0,5
61806811,0,0,2
61823081,0,0,1
61834736,0,0,2
62097332,0,0,5
62352668,0,0,3
62478196,0,0,1
62481936,0,0,7
62486194,0,0,2
62539628,0,0,1
62545742,0,0,3
62601134,0,0,1
62633395,0,0,6
62654923,0,1,2
62658713,0,0,1
62705916,0,0,21
62784536,0,0,1
62858973,0,0,2
62878249,0,0,26
62923086,0,0,1
62990992,0,2,237
63098418,0,1,5
63157803,0,0,20
63276972,0,0,4
63441045,0,0,1
63441290,0,0,24
63555332,0,0,1
63605342,0,0,1
63615483,0,0,21
63671946,0,0,1
63702300,0,0,5
63763909,0,0,1
63810706,0,0,1
63895034,0,0,2
63990035,0,0,2
63993064,0,0,1
64019582,0,0,3
64023574,0,0,18
64027842,0,0,3
64060101,0,2,3
64079170,0,0,1
64137709,0,0,1
64261708,0,0,3
64307328,0,0,2
64319625,0,0,9
64350600,0,0,7
64368515,0,0,2
64369759,0,0,21
64392327,0,0,3
64514291,0,0,10
64611580,0,0,4
64657716,0,0,1
64754418,0,0,4
64787956,0,2,122
64973908,0,0,24
65064340,0,1,14
65117175,0,0,22
65145468,0,0,16
65147980,0,0,4
65152385,0,0,3
65155942,0,0,10
65173746,0,0,3
65229865,0,0,19
65244880,0,0,1
65315657,0,0,7
65342306,0,0,13
65350586,0,0,10
65398650,0,0,58
65420540,0,0,3
65447941,0,0,1
65610147,0,0,1
65638515,0,0,2
65716118,0,0,5
65729155,1,1,1
65754991,0,0,29
65872385,0,0,2
65909415,0,0,10
65935023,0,0,8
65958466,0,0,27
66052983,0,0,14
66078954,0,0,3
66211595,0,0,1
66229356,0,0,2
66255019,0,0,18
66357156,0,0,1
66403743,0,0,1
66464409,0,0,2
66508737,0,0,1
66530362,0,0,2
66596291,0,2,14
66615366,0,0,12
66650717,0,0,30
66748534,0,0,2
66755246,0,0,1
66939289,0,0,1
66950079,0,0,13
67001780,0,0,1
67083031,0,0,5
67349307,0,0,4
67492611,0,0,3
67579257,0,0,37
67628444,0,0,2
67633077,0,0,2
67694595,0,0,27
67708331,0,0,3
67713900,0,0,4
67729331,0,0,16
67965357,0,0,3
68049243,0,0,5
68200610,0,0,2
68224834,0,0,1
68240622,0,0,5
68316900,0,0,19
68325099,0,0,3
68337019,0,0,3
68532738,0,0,2
68540434,0,0,2
68685708,0,0,3
68719896,0,0,7
68809194,0,0,7
69009454,0,0,50
69180564,0,0,1
69434488,0,0,6
69828237,0,0,3
69849141,0,0,4
69856757,0,0,14
69942754,0,0,1
69946630,0,0,3
69953893,0,0,3
69954842,0,0,66
70126472,0,0,1
70327507,0,0,2
70351792,0,0,2
70398582,0,0,6
70408902,0,0,51
70489471,0,0,2
70591968,0,0,3
70686116,0,2,4
70778973,0,0,7
70779914,0,0,2
70780053,0,0,3
70844556,0,0,2
70915652,0,0,9
70930091,0,0,1
70967454,0,0,1
70970228,0,0,1
71132696,0,0,1
71323029,0,0,1
71331921,0,0,11
71335402,0,0,6
71390526,0,0,16
71411882,0,0,4
71498571,0,0,1
71510748,0,0,34
71527252,0,0,29
71574303,0,0,2
71603645,0,0,2
71704418,0,0,3
71777065,0,0,27
71809133,0,0,1
71870712,0,0,2
71871620,0,0,7
71875007,0,0,3
71888942,0,0,14
72207742,0,0,2
72329360,0,0,1
72387826,0,0,6
72417734,0,0,3
72523666,0,0,3
72588600,0,0,1
72613527,0,0,5
72627862,0,0,9
72717958,0,0,1
72842694,0,0,30
72907554,0,0,2
72930582,0,0,1
72958745,0,0,2
72978546,0,0,24
72989129,0,0,14
72996988,0,0,8
73094362,0,0,1
73195149,0,0,4
73305545,0,0,1
73407067,0,0,1
73457750,0,0,1
73495968,0,0,22
73513367,0,0,1
73518199,0,0,10
73564778,0,0,17
73721802,0,0,9
73726855,0,1,32
73820367,0,0,1
73835640,0,0,41
73883045,0,0,1
73997241,0,0,1
74021124,0,0,1
74126541,0,0,4
74157312,0,0,1
74161385,0,0,3
74161590,0,0,6
74347105,0,0,3
74521316,0,0,6
74764496,0,0,1
74772820,0,0,12
74855005,0,0,14
75011941,0,0,3
75064242,0,0,1
75092930,0,0,3
75134679,0,0,1
75155353,0,0,17
75228114,0,0,1
75232211,0,0,10
75240572,0,0,6
75273484,0,0,2
75277726,0,0,6
75366244,0,0,1
75368808,0,0,10
75377823,0,0,1
75457821,0,0,3
75463760,0,0,10
75508144,0,0,2
75598925,0,0,8
75689918,0,0,2
76027799,0,0,2
76032287,0,0,5
76171050,0,0,2
76296787,0,0,9
76373413,0,0,1
76420334,0,0,8
76451157,0,0,25
76892907,0,0,118
77124916,0,0,2
77127388,0,0,7
77136810,0,0,1
77194086,0,0,4
77194239,0,0,35
77214425,0,0,44
77279068,0,0,7
77378306,0,0,1
77387906,0,0,1
77446275,0,0,5
77542968,0,0,4
77565315,0,0,2
77632511,0,0,1
77665527,0,0,1
77818807,0,0,3
77830706,0,0,8
77870593,0,0,3
77905942,0,0,1
77980915,0,0,44
78053539,0,0,3
78071174,0,0,1
78309377,0,0,53
78332414,0,0,6
78335076,0,0,1
78341587,0,0,40
78551564,0,0,1
78671103,0,0,1
78799565,0,1,3
79017735,0,1,3
79049613,0,0,1
79073449,0,0,23
79155765,0,0,7
79211079,0,0,8
79243080,0,0,3
79319075,0,0,3
79411077,0,0,9
79474322,0,0,1
79658056,0,0,1
79715089,0,0,1
79746085,0,0,1
79865632,0,0,2
79869158,0,0,1
80067793,0,0,1
80098179,0,0,4
80119032,0,0,4
80128229,0,0,31
80154824,0,0,1
80189887,0,0,23
80239919,0,0,3
80265154,0,0,2
80309714,0,0,1
80351692,0,0,10
80363319,0,0,10
80384872,0,0,2
80471276,0,0,1
80494893,0,0,20
80502960,0,0,1
80511960,0,0,14
80550861,0,0,14
80604456,0,0,2
80630217,0,0,9
80650761,0,0,1
80779496,0,0,33
80988171,0,0,3
81054122,0,0,3
81139130,0,0,3
81151589,0,0,1
81160212,0,0,21
81170946,0,1,29
81258000,0,0,3
81439192,0,0,34
81556495,0,0,3
81579335,0,0,3
81585721,0,0,17
81591317,0,0,14
81672131,0,0,5
81678279,0,0,2
81743539,0,0,3
81746734,0,0,10
81768333,0,0,1
81943620,0,0,50
82020006,0,0,1
82029808,1,1,1
82046939,0,0,14
82071844,0,0,1
82156706,0,0,4
82174211,0,1,7
82203951,0,0,7
82212295,0,0,1
82263745,0,1,31
82287546,0,0,31
82352462,0,0,20
82385352,0,0,5
82418411,0,0,4
82438562,0,0,1
82512087,0,0,2
82536970,0,0,1
82686146,0,0,7
82695118,0,0,1
82961224,0,0,2
83090686,0,2,11
83123832,0,0,2
83135348,0,0,6
83168693,0,0,1
83234559,0,0,1
83336644,0,0,1
83420834,0,0,3
83497449,0,0,8
83521481,0,0,1
83572990,0,0,1
83625754,0,0,4
83671083,0,0,4
83681553,0,0,5
83746733,0,0,5
83770731,0,0,33
83849502,0,0,31
83928705,0,0,4
83955783,0,0,1
83975567,0,0,6
83992730,0,0,2
84045371,0,0,4
84054119,0,0,1
84221022,0,0,1
84236369,0,0,1
84318201,0,0,1
84432612,0,0,1
84455820,0,0,22
84471496,0,0,4
84513749,0,0,16
84585204,0,0,1
84610577,0,0,1
84824859,0,0,1
84883272,0,0,5
84884010,0,0,1
84908294,0,0,2
84925352,0,0,9
85046830,0,0,2
85210874,0,0,4
85366890,0,0,19
85426082,0,0,2
85458882,0,0,10
85497862,0,0,15
85518568,0,0,1
85673716,0,0,7
85714521,0,0,2
85759872,0,0,6
85935348,0,0,1
85959768,0,0,6
86041729,0,0,39
86055705,0,0,54
86168617,0,0,2
86182317,0,0,10
86256882,0,0,8
86287245,0,0,6
86332470,0,0,1
86338111,0,0,9
86433707,0,0,3
86466985,0,0,1
86469479,0,0,102
86476768,0,0,4
86481908,0,0,21
86499586,0,0,6
86612326,0,0,1
86686260,0,0,2
86689730,0,0,1
86732465,0,0,2
86733992,0,0,9
86738567,0,0,10
86779448,0,0,1
86866292,0,0,1
86912006,0,0,68
87040683,0,0,4
87071236,0,0,12
87201181,0,0,12
87273930,0,0,1
87341384,0,0,17
87424218,0,0,2
87445402,0,0,1
87601770,0,0,3
87694960,0,0,42
87734805,0,0,59
87740709,0,0,5
87753149,1,1,1
87832209,0,0,10
87879009,0,0,1
87907200,0,0,8
87938922,0,0,2
88035166,0,0,38
88095884,0,0,1
88152309,0,0,1
88199811,0,0,5
88271258,0,0,1
88290913,0,0,2
88296152,0,0,2
88344296,0,0,3
88352678,0,0,3
88410966,0,0,5
88493668,0,0,2
88525821,0,0,23
88579585,0,0,42
88585138,0,0,1
88603472,0,1,2
88659639,0,0,4
88705345,0,0,3
88775181,0,0,15
88883891,0,0,7
88921433,0,0,1
89005236,0,0,5
89106156,0,0,1
89226643,0,0,5
89229462,0,0,1
89286594,0,0,1
89523414,0,0,9
89559973,0,0,1
89691468,0,0,11
89732768,0,0,3
89752173,0,0,2
89867101,0,0,1
89946150,0,0,1
90033155,0,0,3
90037349,0,0,2
90104676,0,0,3
90272527,0,0,33
90302081,0,0,1
90532259,0,0,2
90541290,0,0,2
90571509,0,0,1
90672622,0,0,1
90711776,0,0,2
90726321,0,0,2
91020997,0,0,1
91085389,0,0,1
91293844,0,0,7
91303257,0,1,2
91479671,0,0,1
91627755,0,0,2
91687359,0,0,1
91690667,0,0,25
91729217,0,0,4
91800733,0,0,3
91807066,0,0,7
91815420,0,0,1
91828380,0,0,2
91859894,0,0,12
91871147,0,0,2
91883012,0,0,2
91895208,0,0,1
91912195,0,0,1
91952768,0,0,1
92010366,0,0,1
92025878,0,0,1
92103372,0,0,1
92276000,0,0,3
92294160,0,0,1
92393218,0,0,16
92436417,0,0,4
92482012,0,0,3
92484390,0,0,6
92503355,0,0,12
92542467,0,0,1
92593907,0,0,26
92595907,0,0,1
92612763,0,0,17
92639430,0,0,1
92663477,0,0,20
92842632,0,0,1
92842809,0,0,1
92914917,0,0,38
92929791,0,0,1
92940732,0,0,3
92958887,0,0,4
92965596,0,0,1
93030550,0,0,2
93034535,0,0,1
93189271,0,0,2
93212858,0,0,1
93259090,0,0,2
93275329,0,0,17
93300963,0,0,9
93313267,0,0,1
93341815,0,0,7
93413084,0,0,6
93478035,0,0,2
93514355,0,0,1
93644606,0,0,11
93724705,0,0,1
93882483,0,0,4
94019469,0,0,4
94086389,0,0,1
94088853,0,0,9
94110492,0,0,17
94120095,0,0,5
94145419,0,0,1
94161846,0,0,5
94195027,0,0,1
94229851,0,0,4
94269421,0,0,19
94299484,0,0,10
94335638,0,0,1
94379559,0,0,1
94428876,0,0,1
94510414,0,0,3
94521606,0,0,5
94689795,0,0,1
94690173,0,0,2
94708312,0,0,1
94851051,0,0,7
94908699,0,0,1
94936385,0,0,23
95028545,0,0,1
95037089,0,0,5
95059220,0,0,2
95084569,0,0,5
95137775,0,0,3
95181268,0,0,9
95279056,0,0,3
95325409,0,1,3
95380196,0,0,2
95531306,0,0,7
95695156,0,0,2
95699780,0,1,18
95761491,0,0,1
95780749,0,0,10
95853467,0,0,5
95898619,0,0,4
95911580,0,0,3
95996939,0,0,4
96001430,0,0,2
96014467,0,0,8
96024806,0,0,1
96144791,0,0,1
96149161,0,0,1
96204317,0,0,3
96249915,0,0,4
96269099,0,0,1
96282673,0,0,2
96400571,0,0,17
96504332,0,0,1
96556535,0,0,8
96588736,0,0,16
96696864,0,0,4
96902425,0,0,1
96914675,0,0,4
96963765,1,1,1
97017439,0,0,1
97069030,0,0,1
97298878,0,0,10
97474440,0,0,2
97604502,0,0,2
97614578,0,0,10
97622055,0,0,1
97634356,0,0,3
97667936,0,0,3
97743306,0,0,1
97782908,0,0,5
97818502,0,0,2
97843739,0,0,2
98308239,0,0,1
98312003,0,0,4
98463542,0,0,2
